cokey,mrulekey,mrulename,seqnum,rulekey,rulename,ruledepth,interpll,interpllc,interplr,interplrc,interphr,interphrc,interphh,interphhc,nullpropdatabool,defpropdatabool,incpropdatabool,cointerpkey
20428652,54580,Fragile Soil Index,1,54639,Structure Index of Surface,1,1,Poor structure,1,Poor structure,1,Poor structure,1,Poor structure,0,0,0,762609194
20428652,54580,Fragile Soil Index,2,54581,Vegetative Cover,1,0.92,Low vegetative cover,0.92,Low vegetative cover,0.92,Low vegetative cover,0.92,Low vegetative cover,0,0,0,762609195
20428652,54580,Fragile Soil Index,3,54579,Organic Matter in surface Layer,1,0.551,Low organic matter,0.551,Low organic matter,0.551,Low organic matter,0.551,Low organic matter,0,0,0,762609196
20428652,54580,Fragile Soil Index,4,54638,Slope full range,1,0,Nearly level,0.018,Nearly level,0.018,Nearly level,0.036,Nearly level,0,0,0,762609197
20428652,825,"GRL - Fencing, Post Depth =<24 inches",0,825,"GRL - Fencing, Post Depth =<24 inches",0,0.6,Limited,1,Very limited,1,Very limited,1,Very limited,1,1,0,762609198
20428652,825,"GRL - Fencing, Post Depth =<24 inches",1,10032,GRL-Depth to Water Table <24 inches,1,0,=>24 inches to water table,1,<24 inches to water table,1,<24 inches to water table,1,<24 inches to water table,0,0,0,762609199
20428652,825,"GRL - Fencing, Post Depth =<24 inches",2,10034,GRL-Flooding frequency,1,0.6,Occasional Flooding,0.6,Occasional Flooding,0.6,Occasional Flooding,0.6,Occasional Flooding,0,0,0,762609200
20428652,825,"GRL - Fencing, Post Depth =<24 inches",3,855,GRL-Shrink-Swell of Thickest Layer Within 0-24 inches),1,0,Shrink-swell,0.151,Shrink-swell,0.151,Shrink-swell,0.927,Shrink-swell,0,0,0,762609201
20428652,825,"GRL - Fencing, Post Depth =<24 inches",4,826,"GRL-Too Clayey, 0-24 inches",1,0,< 18% Clay,0.099,18 to 45% Clay,0.099,18 to 45% Clay,0.395,18 to 45% Clay,0,0,0,762609202
20428652,883,"GRL - Fencing, Post Depth =<36 inches",0,883,"GRL - Fencing, Post Depth =<36 inches",0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,1,1,0,762609203
20428652,883,"GRL - Fencing, Post Depth =<36 inches",1,10033,GRL-Depth to Water Table <36 inches,1,1,<36 inches to water table,1,<36 inches to water table,1,<36 inches to water table,1,<36 inches to water table,0,0,0,762609204
20428652,883,"GRL - Fencing, Post Depth =<36 inches",2,878,"GRL-Shrink-Swell of Thickest Layer, 0-36 inches",1,0.231,Shrink-swell,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,0,0,0,762609205
20428652,883,"GRL - Fencing, Post Depth =<36 inches",3,10034,GRL-Flooding frequency,1,0.6,Occasional Flooding,0.6,Occasional Flooding,0.6,Occasional Flooding,0.6,Occasional Flooding,0,0,0,762609206
20428652,883,"GRL - Fencing, Post Depth =<36 inches",4,877,"GRL-Too Clayey, 0-36 inches",1,0,<18% Clay,0.099,18 to 45% Clay,0.099,18 to 45% Clay,0.395,18 to 45% Clay,0,0,0,762609207
20428652,26588,Ground Penetrating Radar Penetration,0,26588,Ground Penetrating Radar Penetration,0,0.333,High penetration,0.5,Moderate penetration,0.5,Moderate penetration,0.5,Moderate penetration,0,0,0,762609208
20428652,26588,Ground Penetrating Radar Penetration,1,26595,"GPR - Attenuation Due to Clay, Water, and Exchangeable Ions",1,0.333,"Attenuation due to clay, water, and exchangeable ions",0.5,"Attenuation due to clay, water, and exchangeable ions",0.5,"Attenuation due to clay, water, and exchangeable ions",0.5,"Attenuation due to clay, water, and exchangeable ions",0,0,0,762609209
20428652,25190,MIL - Bivouac Areas (DOD),0,25190,MIL - Bivouac Areas (DOD),0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,762609210
20428652,25190,MIL - Bivouac Areas (DOD),1,41902,Depth to High Water Table 45 to 75cm,1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,762609211
20428652,25190,MIL - Bivouac Areas (DOD),2,41903,Flooding > None Frequency,1,1,Flooding,1,Flooding,1,Flooding,1,Flooding,0,0,0,762609212
20428652,25191,MIL - Excavations Crew-Served Weapon Fighting Position (DOD),0,25191,MIL - Excavations Crew-Served Weapon Fighting Position (DOD),0,0.719,Somewhat limited,0.719,Somewhat limited,0.719,Somewhat limited,0.719,Somewhat limited,0,0,0,762609213
20428652,25191,MIL - Excavations Crew-Served Weapon Fighting Position (DOD),1,34225,Depth to Water Table 0 to 120cm,1,0.719,Depth to saturated zone,0.719,Depth to saturated zone,0.719,Depth to saturated zone,0.719,Depth to saturated zone,0,0,0,762609214
20428652,25191,MIL - Excavations Crew-Served Weapon Fighting Position (DOD),2,34234,Flooding Occasional or Frequent,1,0.5,Flooding,0.5,Flooding,0.5,Flooding,0.5,Flooding,0,0,0,762609215
20428652,25191,MIL - Excavations Crew-Served Weapon Fighting Position (DOD),3,23768,"Unstable Excavation Walls, revised",1,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0,0,0,762609216
20428652,25192,MIL - Excavations for Individual Fighting Position (DOD),0,25192,MIL - Excavations for Individual Fighting Position (DOD),0,0.5,Somewhat limited,0.5,Somewhat limited,0.5,Somewhat limited,0.5,Somewhat limited,0,0,0,762609217
20428652,25192,MIL - Excavations for Individual Fighting Position (DOD),1,34234,Flooding Occasional or Frequent,1,0.5,Flooding,0.5,Flooding,0.5,Flooding,0.5,Flooding,0,0,0,762609218
20428652,25192,MIL - Excavations for Individual Fighting Position (DOD),2,34335,Depth to Water Table 0 to 50cm,1,0.02,Depth to saturated zone,0.02,Depth to saturated zone,0.02,Depth to saturated zone,0.02,Depth to saturated zone,0,0,0,762609219
20428652,25193,MIL - Excavations for Vehicle Fighting Position (DOD),0,25193,MIL - Excavations for Vehicle Fighting Position (DOD),0,0.875,Somewhat limited,0.875,Somewhat limited,0.875,Somewhat limited,0.875,Somewhat limited,0,0,0,762609220
20428652,25193,MIL - Excavations for Vehicle Fighting Position (DOD),1,34345,Depth to Water Table 0 to 180cm,1,0.875,Depth to saturated zone,0.875,Depth to saturated zone,0.875,Depth to saturated zone,0.875,Depth to saturated zone,0,0,0,762609221
20428652,25193,MIL - Excavations for Vehicle Fighting Position (DOD),2,34234,Flooding Occasional or Frequent,1,0.5,Flooding,0.5,Flooding,0.5,Flooding,0.5,Flooding,0,0,0,762609222
20428652,25193,MIL - Excavations for Vehicle Fighting Position (DOD),3,41909,Dense Layer 0 to 180cm,1,0.061,Dense soil layer,0.061,Dense soil layer,0.061,Dense soil layer,0.061,Dense soil layer,0,0,0,762609223
20428652,25193,MIL - Excavations for Vehicle Fighting Position (DOD),4,23768,"Unstable Excavation Walls, revised",1,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0,0,0,762609224
20428652,25194,MIL - Helicopter Landing Zones (DOD),0,25194,MIL - Helicopter Landing Zones (DOD),0,0.6,Somewhat limited,0.6,Somewhat limited,0.6,Somewhat limited,0.6,Somewhat limited,0,0,0,762609225
20428652,25194,MIL - Helicopter Landing Zones (DOD),1,41910,Flooding (MIL),1,0.6,Occasional flooding,0.6,Occasional flooding,0.6,Occasional flooding,0.6,Occasional flooding,0,0,0,762609226
20428652,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),0,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),0,0.65,Fair,0.65,Fair,0.65,Fair,0.65,Fair,0,0,0,762609227
20428652,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),1,25676,"MIL - Slipperiness Veh. 1,2 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,762609228
20428652,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),2,25689,"MIL - Stickiness Veh. 1,2 wet season, Revised",1,0.85,Sticky,0.85,Sticky,0.85,Sticky,0.85,Sticky,0,0,0,762609229
20428652,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),3,25660,"MIL - Soil Strength Veh-1, VCI-1 wet season, Revised",1,0.99,Low strength,0.99,Low strength,0.99,Low strength,0.99,Low strength,0,0,0,762609230
20428652,25196,MIL - Trafficability Veh. Type 1 50-passes wet season (DOD),0,25196,MIL - Trafficability Veh. Type 1 50-passes wet season (DOD),0,0.65,Fair,0.65,Fair,0.65,Fair,0.65,Fair,0,0,0,762609231
20428652,25196,MIL - Trafficability Veh. Type 1 50-passes wet season (DOD),1,25676,"MIL - Slipperiness Veh. 1,2 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,762609232
20428652,25196,MIL - Trafficability Veh. Type 1 50-passes wet season (DOD),2,25689,"MIL - Stickiness Veh. 1,2 wet season, Revised",1,0.85,Sticky,0.85,Sticky,0.85,Sticky,0.85,Sticky,0,0,0,762609233
20428652,25196,MIL - Trafficability Veh. Type 1 50-passes wet season (DOD),3,25661,"MIL - Soil Strength Veh-1, VCI-50 wet season, Revised",1,0.98,Low strength,0.98,Low strength,0.98,Low strength,0.98,Low strength,0,0,0,762609234
20428652,25197,MIL - Trafficability Veh. Type 1 dry season (DOD),0,25197,MIL - Trafficability Veh. Type 1 dry season (DOD),0,0.999,Excellent,1,Excellent,1,Excellent,1,Excellent,0,0,0,762609235
20428652,25198,MIL - Trafficability Veh. Type 2 1-pass wet season (DOD),0,25198,MIL - Trafficability Veh. Type 2 1-pass wet season (DOD),0,0.65,Fair,0.65,Fair,0.65,Fair,0.65,Fair,0,0,0,762609236
20428652,25198,MIL - Trafficability Veh. Type 2 1-pass wet season (DOD),1,25676,"MIL - Slipperiness Veh. 1,2 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,762609237
20428652,25198,MIL - Trafficability Veh. Type 2 1-pass wet season (DOD),2,25689,"MIL - Stickiness Veh. 1,2 wet season, Revised",1,0.85,Sticky,0.85,Sticky,0.85,Sticky,0.85,Sticky,0,0,0,762609238
20428652,25198,MIL - Trafficability Veh. Type 2 1-pass wet season (DOD),3,25662,"MIL - Soil Strength Veh-2, VCI-1 wet season, Revised",1,0.94,Low strength,0.94,Low strength,0.94,Low strength,0.94,Low strength,0,0,0,762609239
20428652,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),0,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),0,0.65,Fair,0.65,Fair,0.65,Fair,0.65,Fair,0,0,0,762609240
20428652,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),1,25676,"MIL - Slipperiness Veh. 1,2 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,762609241
20428652,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),2,25664,"MIL - Soil Strength Veh-2, VCI-50 wet season, Revised",1,0.69,Low strength,0.69,Low strength,0.69,Low strength,0.69,Low strength,0,0,0,762609242
20428652,25199,MIL - Trafficability Veh. Type 2 50-passes wet season (DOD),3,25689,"MIL - Stickiness Veh. 1,2 wet season, Revised",1,0.85,Sticky,0.85,Sticky,0.85,Sticky,0.85,Sticky,0,0,0,762609243
20428652,25200,MIL - Trafficability Veh. Type 2 dry season (DOD),0,25200,MIL - Trafficability Veh. Type 2 dry season (DOD),0,0.999,Excellent,1,Excellent,1,Excellent,1,Excellent,0,0,0,762609244
20428652,25201,MIL - Trafficability Veh. Type 3 1-pass wet season (DOD),0,25201,MIL - Trafficability Veh. Type 3 1-pass wet season (DOD),0,0.65,Fair,0.65,Fair,0.65,Fair,0.65,Fair,0,0,0,762609245
20428652,25201,MIL - Trafficability Veh. Type 3 1-pass wet season (DOD),1,25683,"MIL - Slipperiness Veh. 3,4 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,762609246
20428652,25201,MIL - Trafficability Veh. Type 3 1-pass wet season (DOD),2,25663,"MIL - Soil Strength Veh-3, VCI-1 wet season, Revised",1,0.93,Low strength,0.93,Low strength,0.93,Low strength,0.93,Low strength,0,0,0,762609247
20428652,25202,MIL - Trafficability Veh. Type 3 50-passes wet season (DOD),0,25202,MIL - Trafficability Veh. Type 3 50-passes wet season (DOD),0,0.65,Fair,0.65,Fair,0.65,Fair,0.65,Fair,0,0,0,762609248
20428652,25202,MIL - Trafficability Veh. Type 3 50-passes wet season (DOD),1,25683,"MIL - Slipperiness Veh. 3,4 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,762609249
20428652,25202,MIL - Trafficability Veh. Type 3 50-passes wet season (DOD),2,25665,"MIL - Soil Strength Veh-3, VCI-50 wet season, Revised",1,0.96,Low strength,0.96,Low strength,0.96,Low strength,0.96,Low strength,0,0,0,762609250
20428652,25203,MIL - Trafficability Veh. Type 3 dry season (DOD),0,25203,MIL - Trafficability Veh. Type 3 dry season (DOD),0,0.999,Excellent,1,Excellent,1,Excellent,1,Excellent,0,0,0,762609251
20428652,25204,MIL - Trafficability Veh. Type 4 1-pass wet season (DOD),0,25204,MIL - Trafficability Veh. Type 4 1-pass wet season (DOD),0,0.65,Fair,0.65,Fair,0.65,Fair,0.65,Fair,0,0,0,762609252
20428652,25204,MIL - Trafficability Veh. Type 4 1-pass wet season (DOD),1,25683,"MIL - Slipperiness Veh. 3,4 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,762609253
20428652,25204,MIL - Trafficability Veh. Type 4 1-pass wet season (DOD),2,25666,"MIL - Soil Strength Veh-4, VCI-1 wet season, Revised",1,0.95,Low strength,0.95,Low strength,0.95,Low strength,0.95,Low strength,0,0,0,762609254
20428652,25205,MIL - Trafficability Veh. Type 4 50-passes wet season (DOD),0,25205,MIL - Trafficability Veh. Type 4 50-passes wet season (DOD),0,0.65,Fair,0.65,Fair,0.65,Fair,0.65,Fair,0,0,0,762609255
20428652,25205,MIL - Trafficability Veh. Type 4 50-passes wet season (DOD),1,25683,"MIL - Slipperiness Veh. 3,4 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,762609256
20428652,25205,MIL - Trafficability Veh. Type 4 50-passes wet season (DOD),2,25668,"MIL - Soil Strength Veh-4, VCI-50 wet season, Revised",1,0.7,Low strength,0.7,Low strength,0.7,Low strength,0.7,Low strength,0,0,0,762609257
20428652,25206,MIL - Trafficability Veh. Type 4 dry season (DOD),0,25206,MIL - Trafficability Veh. Type 4 dry season (DOD),0,0.999,Excellent,1,Excellent,1,Excellent,1,Excellent,0,0,0,762609258
20428652,25207,MIL - Trafficability Veh. Type 5 1-pass wet season (DOD),0,25207,MIL - Trafficability Veh. Type 5 1-pass wet season (DOD),0,0.65,Fair,0.65,Fair,0.65,Fair,0.65,Fair,0,0,0,762609259
20428652,25207,MIL - Trafficability Veh. Type 5 1-pass wet season (DOD),1,25687,"MIL - Slipperiness Veh. 5,6,7 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,762609260
20428652,25207,MIL - Trafficability Veh. Type 5 1-pass wet season (DOD),2,25667,"MIL - Soil Strength Veh-5, VCI-1 wet season, Revised",1,0.93,High strength,0.93,High strength,0.93,High strength,0.93,High strength,0,0,0,762609261
20428652,25208,MIL - Trafficability Veh. Type 5 50-passes wet season (DOD),0,25208,MIL - Trafficability Veh. Type 5 50-passes wet season (DOD),0,0.65,Fair,0.65,Fair,0.65,Fair,0.65,Fair,0,0,0,762609262
20428652,25208,MIL - Trafficability Veh. Type 5 50-passes wet season (DOD),1,25687,"MIL - Slipperiness Veh. 5,6,7 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,762609263
20428652,25208,MIL - Trafficability Veh. Type 5 50-passes wet season (DOD),2,25669,"MIL - Soil Strength Veh-5, VCI-50 wet season, Revised",1,0.95,Low strength,0.95,Low strength,0.95,Low strength,0.95,Low strength,0,0,0,762609264
20428652,25209,MIL - Trafficability Veh. Type 5 dry season (DOD),0,25209,MIL - Trafficability Veh. Type 5 dry season (DOD),0,0.999,Excellent,1,Excellent,1,Excellent,1,Excellent,0,0,0,762609265
20428652,25210,MIL - Trafficability Veh. Type 6 1-pass wet season (DOD),0,25210,MIL - Trafficability Veh. Type 6 1-pass wet season (DOD),0,0.65,Fair,0.65,Fair,0.65,Fair,0.65,Fair,0,0,0,762609266
20428652,25210,MIL - Trafficability Veh. Type 6 1-pass wet season (DOD),1,25687,"MIL - Slipperiness Veh. 5,6,7 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,762609267
20428652,25210,MIL - Trafficability Veh. Type 6 1-pass wet season (DOD),2,25671,"MIL - Soil Strength Veh-6, VCI-1 wet season, Revised",1,0.88,Low strength,0.88,Low strength,0.88,Low strength,0.88,Low strength,0,0,0,762609268
20428652,25210,MIL - Trafficability Veh. Type 6 1-pass wet season (DOD),3,41914,MIL - Slope Military Vehicle Type 6 (NSSC),1,0.993,Slope,0.998,Slope,0.998,Slope,1,No slope limitation,0,0,0,762609269
20428652,25211,MIL - Trafficability Veh. Type 6 50-passes wet season (DOD),0,25211,MIL - Trafficability Veh. Type 6 50-passes wet season (DOD),0,0.48,Poor,0.48,Poor,0.48,Poor,0.48,Poor,0,0,0,762609270
20428652,25211,MIL - Trafficability Veh. Type 6 50-passes wet season (DOD),1,25672,"MIL - Soil Strength Veh-6, VCI-50 wet season, Revised",1,0.48,Low strength,0.48,Low strength,0.48,Low strength,0.48,Low strength,0,0,0,762609271
20428652,25211,MIL - Trafficability Veh. Type 6 50-passes wet season (DOD),2,25687,"MIL - Slipperiness Veh. 5,6,7 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,762609272
20428652,25211,MIL - Trafficability Veh. Type 6 50-passes wet season (DOD),3,41914,MIL - Slope Military Vehicle Type 6 (NSSC),1,0.993,Slope,0.998,Slope,0.998,Slope,1,No slope limitation,0,0,0,762609273
20428652,25212,MIL - Trafficability Veh. Type 6 dry season (DOD),0,25212,MIL - Trafficability Veh. Type 6 dry season (DOD),0,0.993,Excellent,0.998,Excellent,0.998,Excellent,1,Excellent,0,0,0,762609274
20428652,25212,MIL - Trafficability Veh. Type 6 dry season (DOD),1,41914,MIL - Slope Military Vehicle Type 6 (NSSC),1,0.993,Slope,0.998,Slope,0.998,Slope,1,No slope limitation,0,0,0,762609275
20428652,25213,MIL - Trafficability Veh. Type 7 1-pass wet season (DOD),0,25213,MIL - Trafficability Veh. Type 7 1-pass wet season (DOD),0,0.65,Fair,0.65,Fair,0.65,Fair,0.65,Fair,0,0,0,762609276
20428652,25213,MIL - Trafficability Veh. Type 7 1-pass wet season (DOD),1,25687,"MIL - Slipperiness Veh. 5,6,7 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,762609277
20428652,25213,MIL - Trafficability Veh. Type 7 1-pass wet season (DOD),2,25673,"MIL - Soil Strength Veh-7, VCI-1 wet season, Revised",1,0.82,Low strength,0.82,Low strength,0.82,Low strength,0.82,Low strength,0,0,0,762609278
20428652,25213,MIL - Trafficability Veh. Type 7 1-pass wet season (DOD),3,41915,MIL - Slope Military Vehicle Type 7 (NSSC),1,0.987,Slope,0.997,Slope,0.997,Slope,1,No slope limitation,0,0,0,762609279
20428652,25214,MIL - Trafficability Veh. Type 7 50-passes wet season (DOD),0,25214,MIL - Trafficability Veh. Type 7 50-passes wet season (DOD),0,0.47,Poor,0.47,Poor,0.47,Poor,0.47,Poor,0,0,0,762609280
20428652,25214,MIL - Trafficability Veh. Type 7 50-passes wet season (DOD),1,25674,"MIL - Soil Strength Veh-7, VCI-50 wet season, Revised",1,0.47,Low strength,0.47,Low strength,0.47,Low strength,0.47,Low strength,0,0,0,762609281
20428652,25214,MIL - Trafficability Veh. Type 7 50-passes wet season (DOD),2,25687,"MIL - Slipperiness Veh. 5,6,7 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,762609282
20428652,25214,MIL - Trafficability Veh. Type 7 50-passes wet season (DOD),3,41915,MIL - Slope Military Vehicle Type 7 (NSSC),1,0.987,Slope,0.997,Slope,0.997,Slope,1,No slope limitation,0,0,0,762609283
20428652,25215,MIL - Trafficability Veh. Type 7 dry season (DOD),0,25215,MIL - Trafficability Veh. Type 7 dry season (DOD),0,0.987,Excellent,0.997,Excellent,0.997,Excellent,1,Excellent,0,0,0,762609284
20428652,25215,MIL - Trafficability Veh. Type 7 dry season (DOD),1,41915,MIL - Slope Military Vehicle Type 7 (NSSC),1,0.987,Slope,0.997,Slope,0.997,Slope,1,No slope limitation,0,0,0,762609285
20428652,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),0,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),0,0.822,High inherent productivity,0.864,High inherent productivity,0.864,High inherent productivity,0.885,High inherent productivity,0,0,0,762609286
20428652,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),1,46238,Impacted soil,1,0,No limitation,0,No limitation,0,No limitation,0,No limitation,0,0,0,762609287
20428652,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),2,37150,NCCPI - NCCPI Cotton Submodel (II),1,0.001,Cotton,0.001,Cotton,0.001,Cotton,0.001,Cotton,0,0,0,762609288
20428652,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),3,37149,NCCPI - NCCPI Small Grains Submodel (II),1,0.479,Small grains,0.579,Small grains,0.579,Small grains,0.59,Small grains,0,0,0,762609289
20428652,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),4,57994,NCCPI - NCCPI Corn Submodel (I),1,0.676,Corn,0.835,Corn,0.835,Corn,0.852,Corn,0,0,0,762609290
20428652,54955,NCCPI - National Commodity Crop Productivity Index (Ver 3.0),5,44492,NCCPI - NCCPI Soybeans Submodel (I),1,0.822,Soybeans,0.864,Soybeans,0.864,Soybeans,0.885,Soybeans,0,0,0,762609291
20428652,62835,SOH -  Suitability for Aerobic Soil Organisms,0,62835,SOH -  Suitability for Aerobic Soil Organisms,0,0.361,Somewhat favorable,0.68,Somewhat favorable,0.68,Somewhat favorable,0.783,Somewhat favorable,0,0,0,762609292
20428652,62835,SOH -  Suitability for Aerobic Soil Organisms,1,63588,SOH - Organisms Clay Content WTD_AVG to 30 cm,1,0.361,Clay content somewhat favorable,0.68,Clay content somewhat favorable,0.68,Clay content somewhat favorable,0.875,Clay content somewhat favorable,0,0,0,762609293
20428652,62835,SOH -  Suitability for Aerobic Soil Organisms,2,62837,SOH - Organism Habitat - Mean Annual Air Temperature,1,0.783,Mean Annual Air Temperature,0.783,Mean Annual Air Temperature,0.783,Mean Annual Air Temperature,0.783,Mean Annual Air Temperature,0,0,0,762609294
20428652,62835,SOH -  Suitability for Aerobic Soil Organisms,3,62838,SOH - Organism Habitat - Electrical Conductivity,1,0.843,Electrical conductivity,0.843,Electrical conductivity,0.843,Electrical conductivity,0.843,Electrical conductivity,0,0,0,762609295
20428652,62835,SOH -  Suitability for Aerobic Soil Organisms,4,53386,B. pseudomallei Habitat pH,1,0.808,pH somewhat favorable,0.954,pH somewhat favorable,0.954,pH somewhat favorable,0.995,pH somewhat favorable,0,0,0,762609296
20428652,62835,SOH -  Suitability for Aerobic Soil Organisms,5,62840,SOH - Soil Organisms - Moisture Relations,1,0.861,Soil water somewhat favorable,0.994,Soil water favorable,0.994,Soil water favorable,1,Soil water favorable,0,0,0,762609297
20428652,62848,SOH - Agricultural Organic Soil Subsidence,0,62848,SOH - Agricultural Organic Soil Subsidence,0,0,Mineral soil,0,Mineral soil,0,Mineral soil,0,Mineral soil,0,0,0,762609298
20428652,62848,SOH - Agricultural Organic Soil Subsidence,1,62850,SOH - Flooding and Ponding,1,1,Flooding and ponding,1,Flooding and ponding,1,Flooding and ponding,1,Flooding and ponding,0,0,0,762609299
20428652,62848,SOH - Agricultural Organic Soil Subsidence,2,62851,SOH - Salinity,1,1,Not saline,1,Not saline,1,Not saline,1,Not saline,0,0,0,762609300
20428652,62848,SOH - Agricultural Organic Soil Subsidence,3,63589,SAS - Drainage Class Not Subaqueous (suit),1,1,Subaerial,1,Subaerial,1,Subaerial,1,Subaerial,0,0,0,762609301
20428652,62848,SOH - Agricultural Organic Soil Subsidence,4,63580,SOH - Subsidence pH,1,0.928,pH,1,pH,1,pH,1,pH,0,0,0,762609302
20428652,62848,SOH - Agricultural Organic Soil Subsidence,5,62849,"SOH - Organic Soil Subsidence, Frost-free Days",1,0.425,Frost-free days,0.425,Frost-free days,0.425,Frost-free days,0.425,Frost-free days,0,0,0,762609303
20428652,62833,SOH - Concentration of Salts- Soil Surface,0,62833,SOH - Concentration of Salts- Soil Surface,0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762609304
20428652,62833,SOH - Concentration of Salts- Soil Surface,1,62855,SOH - Non-leaching Climate,1,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762609305
20428652,62833,SOH - Concentration of Salts- Soil Surface,2,62854,"SOH - Water Table Persistence, Salts",1,1,Persistent water table,1,Persistent water table,1,Persistent water table,1,Persistent water table,0,0,0,762609306
20428652,62833,SOH - Concentration of Salts- Soil Surface,3,63579,"SOH - Water Table at Surface, Months, Salts",1,1,"Water table at the surface, months",1,"Water table at the surface, months",1,"Water table at the surface, months",1,"Water table at the surface, months",0,0,0,762609307
20428652,62833,SOH - Concentration of Salts- Soil Surface,4,62850,SOH - Flooding and Ponding,1,1,Flooding and ponding,1,Flooding and ponding,1,Flooding and ponding,1,Flooding and ponding,0,0,0,762609308
20428652,62833,SOH - Concentration of Salts- Soil Surface,5,62853,"SOH - Depth to Growing Season Water Table, Salts",1,0.688,Depth to Saturation,0.688,Depth to Saturation,0.688,Depth to Saturation,0.688,Depth to Saturation,0,0,0,762609309
20428652,62834,SOH - Organic Matter Depletion,0,62834,SOH - Organic Matter Depletion,0,NA,Not rated,NA,Not rated,NA,Not rated,NA,Not rated,0,0,0,762609310
20428652,62834,SOH - Organic Matter Depletion,1,63587,SOH - Moisture Deficit,1,NA,Not rated; Clay percent,NA,Not rated; Clay percent,NA,Not rated; Clay percent,NA,Not rated; Clay percent,0,0,0,762609311
20428652,62834,SOH - Organic Matter Depletion,2,63583,SOH - Oxygen Exclusion During the Growing Season,1,1,Well aerated,1,Well aerated,1,Well aerated,1,Well aerated,0,0,0,762609312
20428652,62834,SOH - Organic Matter Depletion,3,63585,"Water Gathering Surface, Organic Depletion",1,1,Not water gathering surface,1,Not water gathering surface,1,Not water gathering surface,1,Not water gathering surface,0,0,0,762609313
20428652,62834,SOH - Organic Matter Depletion,4,63586,SOH - Clay Content WTD_AVG to 30 cm Organic,1,0.32,Medium amount of clay surface area,0.741,Medium amount of clay surface area,0.741,Medium amount of clay surface area,0.987,Medium amount of clay surface area,0,0,0,762609314
20428652,62834,SOH - Organic Matter Depletion,5,63581,SOH - Organic Matter Loss Sensitivity,1,0.455,Moderate antecedent organic matter content,0.455,Moderate antecedent organic matter content,0.455,Moderate antecedent organic matter content,0.455,Moderate antecedent organic matter content,0,0,0,762609315
20428652,54647,SOH - Soil Surface Sealing,0,54647,SOH - Soil Surface Sealing,0,0.277,Moderate,0.277,Moderate,0.277,Moderate,0.277,Moderate,0,0,0,762609316
